GRBa;GRB X-ray position;Error;Instrument;IPNb;XAb;OTb;RAb;IAUC;zc
130727A;22h03m12sÿ-65ø 34';3;Swift;y;y;y;;;
130725B;14h16m58sÿ-11ø 08';3;Swift;;y;;;;
130725A;15h20m08sÿ+00ø 38';3;Swift;;y;;;;
130722A;17h22m41sÿ-02ø 59';3;Swift;;y;y;;;
130719A;05h56m09sÿ-11ø 35';3;Swift;;;;;;
130716AS;11h58m18sÿ+63ø 03';3;Swift;y;y;;;;
130708A;14h29m15sÿ+15ø 46';3;Swift;y;;;;;
130702A;15h12m36sÿ+16ø 35';412;Fermi;y;y;y;y;;0.145
130701A;23h48m52sÿ+36ø 06';3;Swift;y;y;y;;;1.155
130627B;12h07m44sÿ-55ø 44';3;Swift;;y;;;;
130627A;12h17m47sÿ-37ø 05';3;Swift;y;y;;;;
130626A;18h12m31sÿ-09ø 32';3;Swift;;n;;;;
130625A;22h53m04sÿ+82ø 11';3;Swift;;y;;;;
130623A;01h22m53sÿ-77ø 47';3;Swift;;y;y;;;
130615A;18h19m23sÿ-68ø 10';3;Swift;;y;y;;;
130612A;17h19m13sÿ+16ø 42';3;Swift;y;y;y;;;2.006
130610B;11h45m26sÿ-32ø 11';103*18;IPN;y;;;;;
130610A;14h57m40sÿ+28ø 11';3;Swift;y;y;y;;;2.092
130609B;03h35m01sÿ-40ø 09';3;Swift;y;y;y;;;
130609A;10h10m42sÿ+24ø 06';3;Swift;y;y;;n;;
130608A;01h38m19sÿ+41ø 30';3;Swift;;y;;;;
130606B;14h34m18sÿ-22ø 08';12;Fermi;y;;;;;
130606A;16h37m37sÿ+29ø 47';3;Swift;y;y;y;y;;5.913
130605A;08h58m06sÿ-33ø 29';3;Swift;y;y;y;;;
130604A;16h40m19sÿ+68ø 13';3;Swift;;y;y;;;1.06?
130603BS;11h28m50sÿ+17ø 03';3;Swift;;y;y;y;;0.3564
130603A;05h47m49sÿ+82ø 56';3;Swift;;y;y;;;
130529A;01h37m02sÿ-64ø 08';3;Swift;;y;;;;
130528A;09h15m39sÿ+87ø 17';3;Swift;y;y;;;;
130527A;20h37m07sÿ-24ø 44';3;Swift;y;y;;;;
130521B;18h46m34sÿ+22ø 43';55*4;IPN;y;;;;;
130521A;05h50m14sÿ+14ø 27';3;Swift;;;;;;
130518B;21h26m13sÿ-20ø 09';3;Swift;;;;;;
130518A;23h43m14sÿ+47ø 38';20;Fermi;y;y;y;;;2.488
130515AS;18h53m41sÿ-54ø 17';3;Swift;y;y;;;;
130514B;09h50m26sÿ-18ø 58';3;INTEGRAL;;y;;;;
130514A;19h45m06sÿ-07ø 57';3;Swift;;y;y;;;3.6ph
130513A;09h38m59sÿ-05ø 14';3;INTEGRAL;;y;;;;
130511A;13h06m33sÿ+18ø 42';3;Swift;;y;y;;;1.3033
130508A;20h21m15sÿ+34ø 57';3;Swift;;y;;;;
130505A;09h08m14sÿ+17ø 29';3;Swift;y;y;y;;;2.27
130504C;06h06m52sÿ+03ø 51';18;Fermi;y;y;;;;
130504BS;23h11m49sÿ-05ø 44';90*2.9;Fermi;y;;;;;
130504A;18h09m27sÿ-16ø 21';3;Swift;;y;;;;
130502B;04h26m36sÿ+71ø 05';11;Fermi;y;y;;;;
130502A;09h14m19sÿ-00ø 09';3;Swift;y;y;y;;;
130427B;20h59m34sÿ-22ø 32';3;Swift;;y;y;;;2.78
130427A;11h32m33sÿ+27ø 41';3;Swift;y;y;y;y;;0.3399
130420B;12h12m29sÿ+54ø 23';3;Swift;y;y;;;;
130420A;13h04m24sÿ+59ø 25';3;Swift;y;y;y;;;1.297
130419A;23h41m05sÿ+09ø 59';3;Swift;;;;;;
130418A;09h56m10sÿ+13ø 39';3;Swift;y;y;y;n;;1.218
130408A;08h57m36sÿ-32ø 22';3;Swift;y;y;y;;;3.757
130407A;16h32m23sÿ+10ø 31';15;MAXI;y;n;;;;
130327B;14h32m22sÿ-69ø 31';10;AGILE;y;y?;;;;
130327A;06h07m58sÿ+55ø 44';3;Swift;;y;;;;
130325A;08h11m07sÿ-18ø 54';15;Fermi;y;;;;;
130315A;10h30m10sÿ-51ø 49';3;Swift;;y;y;;;
130313AS;15h45m42sÿ-00ø 22';3;Swift;;y;;;;
130310A;09h29m21sÿ-17ø 14';27;Fermi;y;;;;;
130306A;18h37m55sÿ-11ø 41';3;Swift;y;y;;;;
130305A;07h47m04sÿ+52ø 01';3;Swift;y;y;;;;
130216B;03h55m30sÿ+02ø 02';2;Swift;y;n;;;;
130216A;04h31m36sÿ+14ø 40';3;Swift;y;n;;;;
130215A;02h53m55sÿ+13ø 22';3;Swift;y;;y;;;0.597
130211A;09h50m05sÿ-42ø 20';3;Swift;;y;;;;
130206A;09h21m30sÿ-58ø 10';3;Swift;y;y;;;;
130131B;11h35m48sÿ+15ø 02';3;Swift;;y;;;;2.539
130131A;11h24m26sÿ+48ø 04';3;Swift;;y;y;y;;
130122A;12h56m52sÿ+59ø 01';3;Swift;;y;y;;;
130102B;20h43m37sÿ-72ø 05';60;MAXI;y;;;;;
130102A;20h45m51sÿ+49ø 50';3;Swift;;y;;;;
121229A;12h40m24sÿ-50ø 36';3;Swift;y;y;y;;;2.707
121226AS;11h14m38sÿ-30ø 25';3;Swift;;y;;y;;
121225B;20h35m39sÿ-34ø 21';444*12;Fermi;y;;;;;
121225A;17h39m27sÿ-66ø 04';17;MAXI;;;;;;
121217A;10h14m54sÿ-62ø 18';3;Swift;y;y;y;;;
121212A;11h51m22sÿ+78ø 02';3;Swift;y;y;y;;;<2
121211A;13h02m11sÿ+30ø 10';3;Swift;y;y;y;;;1.023
121209A;21h47m12sÿ-08ø 15';3;Swift;y;y;y;;;2.1
121202A;17h07m16sÿ+23ø 57';3;Swift;y;y;;;;
121201A;00h53m57sÿ-42ø 57';3;Swift;;y;y;;;3.385
121128A;20h02m20sÿ+54ø 19';3;Swift;y;y;y;;;2.20
121127A;11h45m45sÿ-52ø 25';29*9;IPN;y;;;;;
121125A;15h14m05sÿ+55ø 19';3;Swift;y;y;;;;
121123A;20h29m27sÿ-11ø 52';3;Swift;y;y;y;;;
121118B;11h26m49sÿ-03ø 04';258*66;IPN;y;;;;;
121118A;19h57m31sÿ+65ø 39';300*66;IPN;y;;;;;
121117A;02h06m32sÿ+07ø 23';3;Swift;;y;y;;;
121108A;05h32m45sÿ+54ø 29';3;Swift;;y;;;;
121102A;18h03m37sÿ-16ø 58';3;Swift;y;y;;;;
121031A;11h23m05sÿ-03ø 31';3;Swift;y;y;;;;
121028A;18h07m42sÿ-02ø 17';3;Swift;;y;;;;
121027A;04h14m26sÿ-58ø 48';3;Swift;y;y;y;;;1.773
121025A;16h35m00sÿ+27ø 44';18;MAXI;;y;;;;
121024A;04h41m52sÿ-12ø 16';3;Swift;;y;y;;;2.298
121017A;19h15m16sÿ-01ø 36';3;Swift;;y;;;;
121014A;11h06m31sÿ-29ø 07';3;Swift;;;;;;
121011A;17h20m48sÿ+41ø 08';3;Swift;y;y;y;;;
121001A;18h24m08sÿ-05ø 40';3;Swift;;y;y;;;
120927A;09h06m24sÿ+00ø 25';3;Swift;;y;;;;
120923A;20h15m11sÿ+06ø 14';3;Swift;;y;y;n;;7.8
120922A;15h39m01sÿ-20ø 11';3;Swift;y;y;y;;;3.1ph
120919B;20h10m32sÿ-37ø 29';94*5;IPN;y;;;;;
120919A;14h19m04sÿ-45ø 34';31*8;Fermi;y;;;;;
120918A;12h04m13sÿ-32ø 45';3;Swift;;;;;;
120916A;13h42m31sÿ+36ø 42';205*5;Fermi;y;;;;;
120913B;14h14m35sÿ-14ø 32';3;Swift;y;;y;;;
120913A;09h45m45sÿ+26ø 59';3;Swift;y;;;;;
120911B;11h28m35sÿ-37ø 42';129*11;IPN;y;;;;;
120911A;23h51m51sÿ+63ø 06';3;Swift;y;y;;;;
120909A;18h22m44sÿ-59ø 26';3;Swift;y;y;y;;;3.93
120908A;15h23m06sÿ-25ø 30';60;MAXI;y;n;;;;
120907A;04h58m58sÿ-09ø 18';3;Swift;;y;y;;;0.970
120830A;05h54m36sÿ-28ø 59';47*5;Fermi;y;;;;;
120821A;17h01m05sÿ-40ø 31';2;INTEGRAL;;;;;;
120819A;15h43m33sÿ-07ø 08';3;Swift;;y;y;;;
120817BS;00h33m17sÿ-26ø 31';38*14;IPN;y;;n;;;
120817A;16h42m49sÿ-38ø 20';3;Swift;;y;n;;;
120816BS;22h29m48sÿ-01ø 37';455*80;IPN;y;;;;;
120816A;18h48m30sÿ-06ø 59';3;Swift;;y;y;;;
120815A;18h15m40sÿ-52ø 08';3;Swift;;y;y;;;2.358
120811C;13h18m50sÿ+62ø 17';3;Swift;y;y;y;;;2.671
120811BS;02h54m53sÿ-30ø 14';84*9;IPN;y;y;;;;
120811A;17h08m44sÿ-22ø 44';3;Swift;;y;;;;
120807A;16h04m51sÿ-47ø 29';3;Swift;;y;;;;
120805A;14h26m08sÿ+05ø 48';3;Swift;;y;y;;;3.1
120804AS;15h35m43sÿ-28ø 46';3;Swift;;y;y?;y?;;
120803B;20h56m54sÿ+53ø 17';3;Swift;;y;y?;;;
120803A;17h58m16sÿ-06ø 43';3;Swift;;y;;;;
120802A;02h59m24sÿ+13ø 45';3;Swift;;y;y?;n;;3.796
120729A;00h52m13sÿ+49ø 56';3;Swift;;y;y;n;;0.80
120728A;09h08m24sÿ-54ø 26';3;Swift;y;y;y;;;
120724A;16h20m46sÿ+03ø 31';3;Swift;;y;y;;;1.48
120722A;15h21m58sÿ+13ø 15';3;Swift;;y;y;;;0.9586
120716A;20h52m21sÿ+09ø 33';121*30;IPN;y;y;y;;;2.486
120714B;23h41m44sÿ-46ø 11';3;Swift;;y;y;;CBET 3200;0.3984
120714A;11h11m53sÿ-30ø 38';3;Swift;;y;;;;
120712A;11h18m25sÿ-20ø 04';3;Swift;;y;y;;;4.1745
120711B;22h06m40sÿ+60ø 01';3;Swift;;y;;;;
120711A;06h18m49sÿ-71ø 01';3;Swift;y;y;y;;;1.405
120709A;21h13m38sÿ-50ø 02';21;Fermi;y;;;;;
120703A;22h37m26sÿ-29ø 44';3;Swift;y;y;y;;;
120701A;05h21m21sÿ-58ø 32';3;Swift;;y;y;;;
120630AS;23h29m11sÿ+42ø 33';3;Swift;;y;y;;;
120624B;11h23m46sÿ+08ø 56';3;Fermi;y;y;;;;2.1974
120622A;13h41m43sÿ-01ø 43';20;MAXI;;;;;;
120612A;08h26m54sÿ-17ø 35';3;Swift;;y;;;;
120522A;11h03m59sÿ-62ø 06';19*7;IPN;y;;;;;
120521C;14h17m09sÿ+42ø 07';3;Swift;;y;y;y;;6.0
120521B;13h08m03sÿ-52ø 45';3;Swift;y;y;;;;
120521AS;09h54m46sÿ-49ø 25';3;Swift;;y;;;;
120514A;18h51m58sÿ-04ø 15';3;Swift;y;y;;;;
120510A;02h57m09sÿ+72ø 51';3;MAXI;y;y?;;;;
120426A;07h26m09sÿ-65ø 38';108*12;IPN;y;;;;;
120424A;01h35m56sÿ-29ø 53';22;MAXI;;;;;;
120422A;09h07m43sÿ+14ø 00';3;Swift;;y;y;;;0.283
120419A;12h29m29sÿ-63ø 02';3;INTEGRAL;;y?;;;;
120404A;15h40m03sÿ+12ø 53';3;Swift;;y;y;y;;2.876
120403B;03h39m14sÿ-89ø 02';3;Swift;y;y;;;;
120403AS;02h49m50sÿ+40ø 28';3;Swift;;;;;;
120401A;03h52m16sÿ-17ø 40';3;Swift;;y;;;;
120328A;16h06m12sÿ-39ø 20';3;Swift;;y;;;;
120327A;16h27m19sÿ-29ø 25';3;Swift;;y;y;;;2.813
120326A;18h15m42sÿ+69ø 17';3;Swift;y;y;y;y;;1.798
120325A;11h55m17sÿ+73ø 11';3;Swift;;;;;;
120324A;19h24m20sÿ+24ø 09';3;Swift;y;y;;;;
120323A;22h41m38sÿ+29ø 43';45*6;Fermi;y;;;;;
120320A;14h10m09sÿ+08ø 41';3;Swift;;y;?;;;
120312A;16h47m03sÿ+23ø 51';3;Swift;;y;y;;;
120311B;17h14m00sÿ-13ø 04';3;Swift;;y;;;;
120311A;18h12m21sÿ+14ø 17';3;Swift;;y;y;;;<3
120308A;14h36m19sÿ+79ø 42';3;Swift;;y;y;;;<4.5
120305AS;03h10m11sÿ+28ø 30';3;Swift;;y;;n;;
120302A;08h09m48sÿ+29ø 40';3;Swift;;y?;y?;;;
120229AS;01h20m08sÿ-35ø 48';3;Swift;;;;;;
120226A;20h11m43sÿ+48ø 40';366*12;IPN;y;;;;;
120224A;02h43m54sÿ-17ø 48';3;Swift;;y;;;;1.1
120219A;08h39m10sÿ+51ø 01';3;Swift;;y;y;;;
120218A;21h19m02sÿ-25ø 27';3;Swift;y;;;;;
120215A;02h00m08sÿ+08ø 47';3;Swift;;y;;;;
120213A;20h04m08sÿ+65ø 24';3;Swift;;y;;;;
120212A;02h52m25sÿ-18ø 01';3;Swift;y;y;y;;;
120211A;05h51m00sÿ-24ø 46';3;Swift;;y;;;;2.4
120202A;13h34m04sÿ+22ø 48';3;INTEGRAL;;y;?;;;
120127A;09h16m34sÿ+15ø 53';120*45;MAXI;;;;;;
120121A;16h37m21sÿ-23ø 59';3;Swift;;y;;;;
120119A;08h00m07sÿ-09ø 04';3;Swift;y;y;y;n;;1.728
120118B;08h19m28sÿ-07ø 11';3;Swift;;y;y?;;;2.943
120118A;13h01m28sÿ-61ø 36';3;INTEGRAL;;;;;;
120116A;01h05m00sÿ+33ø 56';3;Swift;;y;;;;
120114A;21h11m37sÿ+57ø 02';3;Swift;;;;;;
120107A;16h25m36sÿ-69ø 56';30;Fermi;y;;;;;
120106A;04h24m31sÿ+64ø 02';3;Swift;;y;;;;
120102A;18h24m48sÿ+24ø 44';3;Swift;y;y;y;;;
111229A;05h05m08sÿ-84ø 43';3;Swift;;y;y;;;1.3805
111228A;10h00m19sÿ+18ø 18';3;Swift;y;y;y;;;0.714
111225A;00h52m24sÿ+51ø 35';3;Swift;;y;y;;;0.297
111222AS;12h39m05sÿ+65ø 50';120;Fermi;y;y;;;;
111215B;14h49m37sÿ+16ø 26';31*9;IPN;y;y;;;;
111215A;23h18m12sÿ+32ø 29';3;Swift;;y;;y;;2.06ph
111212A;20h41m37sÿ-68ø 37';3;Swift;;y;;;;
111211A;10h12m22sÿ+11ø 11';3;AGILE;y;y;y;;;0.478
111210A;12h45m57sÿ-07ø 10';3;Swift;;y;;;;
111209A;00h57m26sÿ-46ø 47';3;Swift;;y;y;y;;0.677
111208A;19h20m52sÿ+40ø 40';3;Swift;y;y;;;;
111207A;06h11m42sÿ-39ø 30';3;Swift;;;;;;
111205A;08h57m57sÿ-31ø 58';39*13;IPN;y;y;;;;
111204A;22h26m34sÿ-31ø 24';3;Swift;;y;;;;
111201A;12h41m56sÿ+33ø 00';3;Swift;;y;;;;
111129A;20h29m46sÿ-52ø 43';3;Swift;;y;y;;;1.0796
111126A;18h24m24sÿ+51ø 28';3;Swift;;;;;;
111123A;10h19m24sÿ-20ø 38';3;Swift;;y;y;;;3.1516
111121A;10h19m00sÿ-46ø 38';3;Swift;y;y;;;;
111117AS;00h50m49sÿ+23ø 01';3;Swift;y;y;y;n;;2.211
111109A;07h52m47sÿ-41ø 36';3;Swift;;y;;;;
111107A;08h37m56sÿ-66ø 30';3;Swift;y;y;y;;;2.893
111103B;17h42m49sÿ+01ø 35';3;Swift;y;y;?;;;
111103A;21h28m29sÿ-10ø 33';3;Swift;y;;;;;
111029A;02h58m46sÿ+57ø 05';3;Swift;;y;;;;
111026A;16h17m06sÿ-47ø 30';3;Swift;;;;;;
111024A;14h48m42sÿ+25ø 51';6*18;MAXI;;;;;;
111022B;07h15m48sÿ+49ø 40';3;Swift;;y;y;?;;
111022A;18h23m29sÿ-23ø 40';3;Swift;;y;;;;
111020A;19h08m06sÿ-37ø 59';3;Swift;;y;;;;
111018A;18h06m00sÿ-03ø 52';3;Swift;;y;;;;
111016B;19h22m00sÿ-04ø 35';11*64;IPN;y;;;;;
111016A;10h15m13sÿ+27ø 29';3;Swift;;y;y;;;
111008A;04h01m49sÿ-32ø 41';3;Swift;y;y;y;y;;4.9898
111005A;14h53m08sÿ-19ø 44';3;Swift;;;;y;;0.013
110928A;17h11m01sÿ+36ø 34';3;Swift;;;;;;
110921A;19h36m19sÿ+36ø 23';3;Swift;y;y;y?;;;
110918A;02h10m18sÿ-27ø 17';3*20;IPN;y;y;y;;;0.982
110915B;05h10m12sÿ+01ø 56';4;AGILE;;y;;;;
110915A;20h43m24sÿ-00ø 43';3;Swift;;y;;;;
110906A;19h47m34sÿ-26ø 13';3.8;Swift;;;;;;
110903A;13h08m09sÿ+59ø 00';3;INTEGRAL;y;y;;;;
110827A;10h56m23sÿ+53ø 47';3;Swift;;;;;;
110825A;02h59m35sÿ+15ø 24';120*1;Fermi;y;;;;;
110820B;10h30m20sÿ-54ø 36';120*2;IPN;y;;;;;
110820A;22h53m20sÿ+70ø 18';3;Swift;;y;;;;
110818A;21h09m32sÿ-63ø 58';3;Swift;;y;y;;;3.36
110815A;05h41m11sÿ+32ø 27';6*32;IPN;y;;;;;
110812A;23h53m38sÿ+72ø 12';3;AGILE;;;;;;
110808A;03h49m03sÿ-44ø 11';3;Swift;y;y;y;;;1.348
110802AS;02h57m49sÿ+32ø 36';50*1;IPN;y;;;;;
110801A;05h59m22sÿ+80ø 59';3;Swift;;y;y;;;1.858
110731A;18h42m05sÿ-28ø 33';3;Swift;y;y;y;;;2.83
110726A;19h07m00sÿ+56ø 03';3;Swift;;y;y;;;1.036-2.7
110721A;22h13m36sÿ-39ø 00';45;Fermi;y;;;;;
110719A;01h38m15sÿ+34ø 34';3;Swift;;y;;;;
110715A;15h50m38sÿ-46ø 14';3;Swift;y;y;y;y;;0.82
110709B;10h58m27sÿ-23ø 29';3;Swift;y;y;;y;;2.09?
110709A;15h55m35sÿ+40ø 54';3;Swift;y;y;;;;
110708A;22h40m20sÿ+53ø 57';3;INTEGRAL;;y;;;;
110625A;19h07m00sÿ+06ø 45';3;Swift;y;y;;;;
110610A;20h32m36sÿ+74ø 49';3;Swift;y;y;;;;
110604A;18h04m01sÿ+18ø 28';5;IPN;y;y;;;;
110530A;18h48m11sÿ+61ø 65';3;Swift;;y;y;;;
110521A;08h00m35sÿ+45ø 48';3;Swift;;y;;;;
110520A;08h57m30sÿ+56ø 24';3;Swift;;y;y;;;
110519A;17h26m31sÿ-23ø 24';3;Swift;;;;;;
110518A;04h28m43sÿ-34ø 12';90*6;IPN;y;;;;;
110503A;08h51m12sÿ+52ø 13';3;Swift;y;y;y;y;;1.613
110428A;00h21m12sÿ+64ø 48';9;Fermi;y;y;;;;
110426A;14h44m00sÿ-11ø 10';15*180;MAXI;;;;;;
110422A;07h27m59sÿ+75ø 06';3;Swift;y;y;y;;;1.770
110420BS;21h20m12sÿ-41ø 16';3;Swift;y;;;;;
110420A;00h08m40sÿ-37ø 51';3;Swift;y;y;y;;;
110414A;06h31m30sÿ+24ø 22';3;Swift;;y;;;;
110412A;08h53m58sÿ+13ø 31';3;Swift;y;;;;;
110411A;19h25m45sÿ+67ø 44';3;Swift;;y;;;;
110407A;12h23m59sÿ+15ø 43';3;Swift;;y;y;;;
110406A;01h09m22sÿ+35ø 49';24*25;INTEGRAL;y;;;;;
110402AS;13h09m41sÿ+61ø 14';3;Swift;y;y;y;;;0.854?
110328B;07h50m24sÿ+43ø 12';102;Fermi;y;;;;;
110319B;21h44m18sÿ-56ø 46';3;Swift;;y;;;;
110319A;23h45m36sÿ-66ø 01';3;Swift;;y;y;;;
110318B;14h06m47sÿ-51ø 34';3;Swift;;y;;;;
110318A;22h33m06sÿ-15ø 17';3;Swift;y;;;;;
110315A;18h36m46sÿ+17ø 32';3;Swift;;y;;;;
110312A;10h29m55sÿ-05ø 15';3;Swift;;y;;;;
110305A;17h23m31sÿ-15ø 47';3;Swift;;y;y;;;
110223B;10h01m06sÿ-68ø 20';3;Swift;;y;y;;;
110223A;23h02m24sÿ+87ø 34';3;Swift;;y;;;;
110213B;02h46m27sÿ+01ø 11';10;MAXI;y;y;y;;;1.083
110213A;02h52m01sÿ+49ø 17';3;Swift;y;y;y;;;1.46
110212A;04h36m13sÿ+43ø 42';3;Swift;;;;;;
110210A;00h52m19sÿ+07ø 47';3;Swift;;y;;;;
110208A;01h29m56sÿ-20ø 38';3;Swift;;y;y;;;
110207A;00h50m10sÿ-10ø 48';3;Swift;y;n;;;;
110206A;06h09m29sÿ-58ø 47';3.3;INTEGRAL;;y;y;;;
110205A;10h58m21sÿ+67ø 31';3;Swift;y;y;y;y;;2.22
110201A;09h08m16sÿ+88ø 36';3;Swift;y;y;;;;
110128A;12h55m30sÿ+28ø 05';3;Swift;y;y;y;;;2.339
110119A;23h14m14sÿ+05ø 59';3;Swift;y;y;y;;;
110112B;00h42m24sÿ+64ø 24';3;INTEGRAL;y;;;n;;
110112AS;21h59m46sÿ+26ø 29';3;Swift;;y;y;n;;
110107A;19h59m34sÿ+41ø 53';3;Swift;y;;;;;
110106B;08h56m47sÿ+47ø 00';3;Swift;y;y;y;n;;0.618
110106A;05h17m08sÿ+64ø 11';3;Swift;;y;;;;
110102A;16h23m31sÿ+07ø 37';3;Swift;y;y;y;;;
101225A;00h00m56sÿ+44ø 36';3;Swift;;y;y;;;0.847
101224AS;19h03m42sÿ+45ø 43';3;Swift;y;y;;n;;0.4536?
101219B;00h49m02sÿ-34ø 32';3;Swift;y;y;y;y?;;0.55
101219AS;04h58m28sÿ-02ø 32';3;Swift;y;y;;;;0.718
101213A;16h05m09sÿ+21ø 55';3;Swift;y;y;;;;0.414
101204A;11h10m12sÿ-20ø 26';3;Swift;;y;y;;;
101201A;00h07m49sÿ-16ø 12';3;Fermi;y;y;y;;;
101129AS;10h23m41sÿ-17ø 39';3;Fermi;y;;;;;
101117B;11h31m38sÿ-72ø 40';3;Swift;;y;y;;;
101114A;20h12m46sÿ+14ø 02';1.8;Swift;y;y;;;;
101112A;19h28m54sÿ+39ø 21';2.6;INTEGRAL;y;y;y;y?;;
101030A;11h05m34sÿ-16ø 23';3;Swift;;y;y;;;
101024A;04h25m54sÿ-77ø 15';3;Swift;y;y;y;;;
101023A;21h11m49sÿ-65ø 24';3;Swift;y;y;y;;;
101020A;12h38m16sÿ+23ø 10';3;Swift;;;;;;
101017A;19h25m31sÿ-35ø 08';3;Swift;y;y;;;;
101011A;03h13m12sÿ-65ø 59';3;Swift;y;y;y;;;
101008A;21h55m34sÿ+37ø 04';3;Swift;y;y;y;;;
100928A;14h52m09sÿ-28ø 34';3;Swift;;;;;;
100924A;00h02m41sÿ+07ø 01';3;Swift;y;y;y;;;
100917A;19h17m04sÿ-17ø 06';3;Swift;;;;;;
100915B;05h41m31sÿ+25ø 05';3;INTEGRAL;y;n;;;;
100915A;21h02m36sÿ+65ø 40';3;Swift;;y;;;;
100909A;04h55m48sÿ+54ø 39';2;INTEGRAL;;y;y;;;
100906A;01h54m50sÿ+55ø 37';3;Swift;y;y;y;;;1.727
100905A;02h06m07sÿ+14ø 56';3;Swift;;y;y;;;7.9
100904A;11h31m41sÿ-16ø 13';3;Swift;;;;;;
100902A;03h14m35sÿ+30ø 58';3;Swift;;y;y;;;
100901A;01h48m59sÿ+22ø 45';3;Swift;;y;y;;;1.408
100823A;01h22m49sÿ+05ø 51';3;Swift;;y;;;;
100816AS;23h26m58sÿ+26ø 34';3;Swift;y;y;y;;;0.8049
100814A;01h29m55sÿ-17ø 59';3;Swift;y;y;y;y;;1.44
100807A;03h41m18sÿ+67ø 41';3;Swift;;y;;;;
100805A;19h59m30sÿ+52ø 37';3;Swift;;y;y;;;
100802A;00h09m50sÿ+47ø 45';3;Swift;;y;y;;;<3.1
100728B;02h56m13sÿ+00ø 17';3;Swift;y;y;y;;;2.106
100728A;05h08m16sÿ-14ø 20';3;Swift;y;y;y;;;1.567
100727A;10h16m40sÿ-21ø 22';3;Swift;y;y;;;;
100725B;19h20m06sÿ+76ø 57';3;Swift;y;y;;;;
100725A;11h06m04sÿ-26ø 41';3;Swift;;y;;;;
100724B;08h00m10sÿ+76ø 44';66;Fermi;y;;;;;
100724A;12h58m16sÿ-11ø 07';3;Swift;;y;y;;;1.288
100719A;07h29m03sÿ-05ø 50';3;Swift;;;;;;
100713A;17h00m50sÿ+28ø 23';3;INTEGRAL;;y;;;;
100707A;23h52m05sÿ-08ø 39';3;IPN;y;;;;;
100704A;08h54m33sÿ-24ø 13';3;Swift;y;y;;;;
100703AS;00h38m05sÿ-25ø 43';2.8;INTEGRAL;;;;;;
100702AS;16h22m49sÿ-56ø 32';3;Swift;;y;;;;
100628AS;15h03m52sÿ-31ø 40';3;Swift;y;;;;;
